order_id,order_date,customer_id,customer_name,customer_type,city,occasion,channel,payment_method,product_category,product_name,quantity,unit_price_inr,gross_revenue_inr,discount_pct,discount_amt_inr,net_revenue_inr,cogs_inr,delivery_cost_inr,marketing_cost_inr,workforce_cost_inr,spoilage_cost_inr,total_cost_inr,profit_loss_inr,delivery_time_mins,delivery_status,customer_rating,complaint_type,workforce_assigned,is_repeat_customer
BKG-10079,2024-01-15 21:47:00,CUST00458,Vikram Reddy,Returning,Mumbai,Anniversary,App,UPI,Custom Cakes,Black Forest Custom,4,2212.11,8848.44,0.072,637.09,8211.35,5637.47,424.21,62.64,249.14,469.0,6842.46,1368.89,86,Delivered,2.7,Damaged Packaging,1,1
BKG-10349,2024-01-15 22:27:00,CUST03035,Amit Verma,New,Bangalore,Baby Shower,Phone,Credit Card,Cookies & Bars,Walnut Fudge Bar,2,438.6,877.2,0.068,59.65,817.55,464.09,205.31,372.0,182.56,51.17,1275.13,-457.58,102,Cancelled,1.8,Quality Issue,1,0
BKG-10988,2024-01-16 11:26:00,CUST09365,Vikram Mishra,New,Kolkata,Anniversary,App,Net Banking,Designer Cakes,Galaxy Mirror Glaze,1,2672.12,2672.12,0.03,80.16,2591.96,1879.8,302.78,214.46,229.64,308.17,2934.85,-342.89,85,Delivered,3.3,No Complaint,2,0
BKG-10467,2024-01-17 02:11:00,CUST00319,Rahul Kumar,Returning,Kolkata,Wedding,Phone,Debit Card,Cupcakes,Chocolate Fudge Cupcakes,1,630.19,630.19,0.132,83.19,547.0,306.03,277.01,113.26,257.74,58.09,1012.13,-465.13,88,Delivered,3.0,No Complaint,1,1
BKG-10415,2024-01-17 16:25:00,CUST09102,Ananya Patel,New,Pune,Anniversary,App,Credit Card,Designer Cakes,Tier Wedding Cake,3,2394.33,7182.99,0.185,1328.85,5854.14,3831.85,124.87,235.59,169.49,295.46,4657.26,1196.88,53,Delivered,4.5,Quality Issue,3,0
BKG-10604,2024-01-18 02:49:00,CUST06878,Arjun Agarwal,New,Delhi,Baby Shower,Phone,Credit Card,Designer Cakes,Tier Wedding Cake,2,3277.48,6554.96,0.073,478.51,6076.45,4297.03,135.6,279.24,279.24,1076.37,6067.48,8.97,78,Delivered,3.7,No Complaint,3,0
BKG-10885,2024-01-18 03:07:00,CUST03583,Karan Mehta,New,Pune,Corporate,App,Debit Card,Custom Cakes,Choco Truffle Fondant,2,2097.97,4195.94,0.039,163.64,4032.3,2363.41,146.84,185.39,257.21,119.24,3072.09,960.21,54,Delivered,4.5,Late Delivery,1,0
BKG-10845,2024-01-18 07:09:00,CUST00602,Divya Das,Returning,Bangalore,Anniversary,In-Store,Wallet,Designer Cakes,Geode Crystal Cake,1,3004.32,3004.32,0.16,480.69,2523.63,1853.08,174.65,144.62,165.86,311.46,2649.67,-126.04,54,Delivered,3.5,No Complaint,2,1
BKG-11050,2024-01-18 07:46:00,CUST08988,Shreya Iyer,New,Kolkata,Anniversary,App,Credit Card,Designer Cakes,Tier Wedding Cake,3,4413.44,13240.32,0.151,1999.29,11241.03,7158.39,334.51,319.19,239.71,2230.6,10282.4,958.63,67,Delivered,4.3,Wrong Product Delivered,2,0
BKG-10973,2024-01-19 01:24:00,CUST07464,Arjun Agarwal,New,Delhi,Festival,Website,Credit Card,Custom Cakes,Mango Mousse Custom,1,2412.93,2412.93,0.031,74.8,2338.13,1581.68,368.76,345.15,226.33,378.39,2900.31,-562.18,68,Delivered,3.0,No Complaint,1,0
BKG-10530,2024-01-19 14:33:00,CUST00218,Sneha Das,Returning,Mumbai,Birthday,Website,UPI,Custom Cakes,Vanilla Dream Custom,1,1950.61,1950.61,0.182,355.01,1595.6,1067.06,300.01,102.92,182.5,53.77,1706.26,-110.66,59,Delivered,4.9,Late Delivery,1,1
BKG-10266,2024-01-20 02:18:00,CUST08523,Simran Verma,New,Delhi,Birthday,App,Credit Card,Designer Cakes,Galaxy Mirror Glaze,1,2478.22,2478.22,0.043,106.56,2371.66,1584.8,232.66,168.97,264.24,157.16,2407.83,-36.17,70,Delivered,3.6,Late Delivery,1,0
BKG-10158,2024-01-20 08:35:00,CUST04907,Vikram Reddy,New,Mumbai,Birthday,App,UPI,Pastries,Chocolate Eclair,1,557.72,557.72,0.026,14.5,543.22,327.45,292.37,166.65,225.66,108.04,1120.17,-576.95,52,Delivered,4.0,Late Delivery,3,0
BKG-10323,2024-01-20 09:25:00,CUST06964,Nikhil Iyer,New,Bangalore,Festival,App,Cash on Delivery,Photo Cakes,Graduation Photo Cake,5,1583.72,7918.6,0.165,1306.57,6612.03,3874.14,237.87,363.01,166.42,180.36,4821.8,1790.23,39,Returned,2.1,No Complaint,2,0
BKG-11103,2024-01-21 00:15:00,CUST01971,Arjun Mishra,Returning,Bangalore,Birthday,Website,Credit Card,Custom Cakes,Butterscotch Custom,5,2994.97,14974.85,0.136,2036.58,12938.27,8767.34,329.31,133.02,215.03,965.63,10410.33,2527.94,64,Delivered,3.2,Late Delivery,2,1
BKG-10782,2024-01-21 02:44:00,CUST06155,Suresh Iyer,New,Delhi,Casual / No Occasion,App,Net Banking,Photo Cakes,Graduation Photo Cake,2,1959.26,3918.52,0.083,325.24,3593.28,2268.3,236.44,262.94,199.75,334.89,3302.32,290.96,28,Delivered,4.6,Damaged Packaging,3,0
BKG-10119,2024-01-21 20:00:00,CUST00131,Suresh Verma,Returning,Kolkata,Birthday,Phone,UPI,Cookies & Bars,Oatmeal Raisin Cookies,4,200.46,801.84,0.177,141.93,659.91,326.45,123.71,129.34,202.29,50.36,832.15,-172.24,82,Delivered,3.1,Late Delivery,3,1
BKG-10944,2024-01-21 21:23:00,CUST08034,Amit Gupta,New,Delhi,Wedding,Website,Debit Card,Designer Cakes,Tier Wedding Cake,1,3447.96,3447.96,0.089,306.87,3141.09,2118.85,452.68,219.17,188.22,220.48,3199.4,-58.31,65,Delivered,3.4,No Complaint,2,0
BKG-10199,2024-01-21 23:48:00,CUST01221,Arjun Mishra,Returning,Chennai,Anniversary,Phone,Credit Card,Pastries,Croissant Almond,1,317.77,317.77,0.05,15.89,301.88,176.21,382.48,93.13,227.73,62.78,942.33,-640.45,118,Delivered,3.3,Late Delivery,1,1
BKG-10436,2024-01-22 13:08:00,CUST00467,Pooja Kumar,Returning,Delhi,Anniversary,In-Store,UPI,Cupcakes,Oreo Stuffed Cupcakes,1,316.02,316.02,0.007,2.21,313.81,189.53,394.37,73.67,190.94,50.63,899.14,-585.33,65,Delivered,2.5,Late Delivery,1,1
BKG-10055,2024-01-22 15:58:00,CUST01607,Rohan Kumar,Returning,Bangalore,Wedding,App,Credit Card,Cookies & Bars,Oatmeal Raisin Cookies,1,213.41,213.41,0.065,13.87,199.54,111.7,388.98,128.55,171.24,6.08,806.55,-607.01,68,Delivered,4.0,Late Delivery,2,1
BKG-10203,2024-01-22 18:42:00,CUST01293,Suresh Patel,Returning,Mumbai,Casual / No Occasion,App,Debit Card,Pastries,Opera Pastry,1,168.04,168.04,0.012,2.02,166.02,90.91,221.45,77.56,204.23,38.91,633.06,-467.04,66,Returned,2.3,No Complaint,3,1
BKG-10278,2024-01-23 07:39:00,CUST01699,Simran Joshi,Returning,Mumbai,Anniversary,App,Net Banking,Custom Cakes,Choco Truffle Fondant,1,2533.51,2533.51,0.221,559.91,1973.6,1189.0,296.48,131.26,186.38,336.83,2139.95,-166.35,41,Delivered,3.8,No Complaint,1,1
BKG-10574,2024-01-23 15:00:00,CUST00776,Pooja Bose,Returning,Delhi,Anniversary,Phone,Cash on Delivery,Designer Cakes,Tier Wedding Cake,3,2523.6,7570.8,0.097,734.37,6836.43,4716.74,230.28,105.58,246.77,691.85,5991.22,845.21,65,Delivered,3.1,Wrong Product Delivered,1,1
BKG-11169,2024-01-23 15:38:00,CUST02326,Rohan Agarwal,New,Bangalore,Anniversary,Website,UPI,Cupcakes,Chocolate Fudge Cupcakes,1,630.01,630.01,0.033,20.79,609.22,365.59,293.19,196.95,202.44,20.19,1078.36,-469.14,96,Delivered,3.2,Late Delivery,3,0
BKG-10362,2024-01-23 21:58:00,CUST02255,Pooja Joshi,New,Hyderabad,Anniversary,In-Store,Net Banking,Custom Cakes,Mango Mousse Custom,4,2698.35,10793.4,0.004,43.17,10750.23,7124.81,141.54,386.65,163.28,94.23,7910.51,2839.72,69,Cancelled,1.8,No Complaint,1,0
BKG-11073,2024-01-24 09:30:00,CUST04167,Arjun Agarwal,New,Mumbai,Baby Shower,In-Store,Credit Card,Pastries,Croissant Almond,1,323.97,323.97,0.202,65.44,258.53,151.38,283.82,195.06,161.96,6.09,798.31,-539.78,70,Cancelled,1.4,No Complaint,3,0
BKG-10328,2024-01-24 21:27:00,CUST01339,Ananya Gupta,Returning,Chennai,Corporate,Website,Debit Card,Custom Cakes,Vanilla Dream Custom,1,1605.51,1605.51,0.087,139.68,1465.83,906.95,152.96,90.78,240.51,50.65,1441.85,23.98,92,Delivered,2.3,Missing Item,1,1
BKG-10268,2024-01-25 04:55:00,CUST02992,Pooja Reddy,New,Chennai,Anniversary,Phone,UPI,Pastries,Blueberry Muffin,1,414.15,414.15,0.047,19.47,394.68,209.95,278.69,254.42,190.19,100.99,1034.24,-639.56,73,Cancelled,1.2,No Complaint,2,0
BKG-11079,2024-01-25 09:11:00,CUST09633,Ananya Reddy,New,Bangalore,Casual / No Occasion,Phone,UPI,Cupcakes,Vanilla Rainbow Cupcakes,1,221.6,221.6,0.141,31.25,190.35,109.09,331.52,333.4,258.38,9.58,1041.97,-851.62,91,Delivered,3.4,Missing Item,1,0
BKG-11189,2024-01-25 22:58:00,CUST01934,Simran Mehta,Returning,Delhi,Anniversary,Phone,Net Banking,Designer Cakes,Vintage Ruffles Cake,2,2414.75,4829.5,0.17,821.02,4008.48,2851.77,406.28,80.45,143.66,159.31,3641.47,367.01,68,Delivered,3.2,No Complaint,1,1
BKG-10865,2024-01-26 06:14:00,CUST07256,Shreya Iyer,New,Delhi,Birthday,In-Store,UPI,Photo Cakes,Wedding Photo Cake,1,853.8,853.8,0.122,104.16,749.64,461.59,125.79,301.28,182.77,122.09,1193.52,-443.88,47,Delivered,3.6,Quality Issue,1,0
BKG-11041,2024-01-26 09:34:00,CUST02757,Ananya Sharma,New,Kolkata,Corporate,App,Debit Card,Photo Cakes,Birthday Photo Cake,1,1228.86,1228.86,0.134,164.67,1064.19,661.97,281.33,340.51,153.49,75.77,1513.07,-448.88,94,Delivered,2.2,Late Delivery,1,0
BKG-10282,2024-01-26 13:16:00,CUST03990,Simran Mishra,New,Chennai,Baby Shower,Website,UPI,Pastries,Opera Pastry,2,463.4,926.8,0.093,86.19,840.61,442.16,326.14,324.37,223.25,65.9,1381.82,-541.21,67,Delivered,3.9,Quality Issue,3,0
BKG-10560,2024-01-26 13:42:00,CUST01699,Simran Sharma,Returning,Hyderabad,Birthday,App,UPI,Designer Cakes,Unicorn Cake,2,3069.96,6139.92,0.047,288.58,5851.34,3818.21,325.72,83.72,183.56,689.85,5101.06,750.28,67,Delivered,2.6,Wrong Product Delivered,1,1
BKG-11177,2024-01-26 17:12:00,CUST05308,Amit Gupta,New,Pune,Casual / No Occasion,Website,Debit Card,Photo Cakes,Anniversary Photo Cake,1,826.47,826.47,0.124,102.48,723.99,475.05,247.75,160.64,265.54,86.75,1235.73,-511.74,72,Delivered,3.5,No Complaint,1,0
BKG-10478,2024-01-27 09:31:00,CUST00341,Meera Mishra,Returning,Pune,Birthday,Website,Credit Card,Custom Cakes,Choco Truffle Fondant,2,1363.86,2727.72,0.001,2.73,2724.99,1724.52,156.45,108.26,266.43,425.9,2681.56,43.43,82,Delivered,3.6,Missing Item,1,1
BKG-10366,2024-01-27 14:07:00,CUST00066,Arjun Mehta,Returning,Delhi,Valentine's Day,Phone,Credit Card,Designer Cakes,Geode Crystal Cake,3,1521.07,4563.21,0.161,734.68,3828.53,2435.78,169.58,64.7,168.82,466.5,3305.38,523.15,72,Delivered,2.6,Incorrect Customization,3,1
BKG-11030,2024-01-27 15:58:00,CUST04146,Suresh Das,New,Delhi,Anniversary,Website,UPI,Custom Cakes,Red Velvet Custom,1,2309.88,2309.88,0.22,508.17,1801.71,1260.31,143.77,324.37,213.99,231.69,2174.13,-372.42,67,Delivered,3.2,Quality Issue,1,0
BKG-10164,2024-01-27 20:03:00,CUST01595,Rajan Das,Returning,Bangalore,Birthday,Website,UPI,Photo Cakes,Graduation Photo Cake,1,1191.45,1191.45,0.005,5.96,1185.49,796.14,290.1,130.09,270.05,148.54,1634.92,-449.43,48,Delivered,4.1,Damaged Packaging,2,1
BKG-10978,2024-01-27 22:21:00,CUST01313,Suresh Verma,Returning,Jaipur,Birthday,App,Credit Card,Designer Cakes,Unicorn Cake,2,1748.66,3497.32,0.197,688.97,2808.35,1944.05,231.8,68.97,244.58,176.58,2665.98,142.37,91,Delivered,1.7,Damaged Packaging,1,1
BKG-11142,2024-01-28 22:19:00,CUST07503,Nisha Singh,New,Bangalore,Corporate,App,UPI,Custom Cakes,Black Forest Custom,3,1202.55,3607.65,0.138,497.86,3109.79,1846.56,281.05,196.64,124.04,30.08,2478.37,631.42,82,Delivered,3.2,Wrong Product Delivered,1,0
BKG-10541,2024-01-29 02:09:00,CUST00543,Karan Agarwal,Returning,Mumbai,Anniversary,App,UPI,Cupcakes,Vanilla Rainbow Cupcakes,1,224.23,224.23,0.113,25.34,198.89,105.71,211.51,106.43,204.81,19.34,647.8,-448.91,54,Delivered,3.9,Wrong Product Delivered,2,1
BKG-10608,2024-01-29 10:14:00,CUST00867,Shreya Sharma,Returning,Mumbai,Baby Shower,Phone,Cash on Delivery,Photo Cakes,Anniversary Photo Cake,3,1117.34,3352.02,0.088,294.98,3057.04,1804.34,277.94,95.68,173.44,334.69,2686.09,370.95,71,Delivered,2.6,No Complaint,1,1
BKG-11165,2024-01-29 11:29:00,CUST01764,Kavya Reddy,Returning,Bangalore,Baby Shower,Website,UPI,Pastries,Croissant Almond,3,429.09,1287.27,0.051,65.65,1221.62,760.53,331.22,119.69,182.39,361.37,1755.2,-533.58,70,Delivered,4.0,Quality Issue,2,1
BKG-11058,2024-01-29 17:38:00,CUST07879,Kavya Das,New,Mumbai,Casual / No Occasion,Website,UPI,Cupcakes,Chocolate Fudge Cupcakes,2,492.9,985.8,0.019,18.73,967.07,560.88,120.88,335.46,159.07,131.27,1307.56,-340.49,62,Delivered,4.5,No Complaint,1,0
BKG-10969,2024-01-29 19:54:00,CUST06587,Divya Kumar,New,Hyderabad,Birthday,Website,UPI,Hampers & Combos,Corporate Gift Hamper,1,1248.92,1248.92,0.271,338.46,910.46,714.5,284.64,341.62,218.33,28.72,1587.81,-677.35,45,Delivered,4.5,Missing Item,3,0
BKG-10324,2024-01-29 22:10:00,CUST03375,Karan Mishra,New,Kolkata,Birthday,Phone,Credit Card,Hampers & Combos,Luxury Dessert Box,2,3783.7,7567.4,0.218,1649.69,5917.71,4593.67,214.35,302.6,132.0,108.22,5350.84,566.87,102,Delivered,2.5,No Complaint,3,0
BKG-11094,2024-01-30 12:22:00,CUST00974,Suresh Patel,Returning,Mumbai,Corporate,Phone,Cash on Delivery,Cupcakes,Chocolate Fudge Cupcakes,1,715.8,715.8,0.023,16.46,699.34,368.83,391.8,146.37,200.61,12.9,1120.51,-421.17,81,Delivered,4.2,No Complaint,1,1
BKG-10120,2024-01-31 17:34:00,CUST00920,Rohan Nair,Returning,Pune,Wedding,In-Store,Cash on Delivery,Designer Cakes,Floral Bouquet Cake,3,2812.0,8436.0,0.174,1467.86,6968.14,5020.67,300.98,101.33,173.07,137.22,5733.27,1234.87,59,Cancelled,2.2,Incorrect Customization,1,1
BKG-10706,2024-02-01 02:36:00,CUST00263,Nisha Gupta,Returning,Chennai,Birthday,Phone,Cash on Delivery,Custom Cakes,Vanilla Dream Custom,2,3196.27,6392.54,0.195,1246.55,5145.99,3393.63,361.98,111.94,179.27,159.73,4206.55,939.44,97,Delivered,3.3,Incorrect Customization,2,1
BKG-10859,2024-02-01 10:12:00,CUST08912,Suresh Das,New,Hyderabad,Birthday,App,UPI,Custom Cakes,Butterscotch Custom,1,1154.38,1154.38,0.079,91.2,1063.18,718.74,415.45,160.23,241.47,117.03,1652.92,-589.74,93,Cancelled,1.1,No Complaint,1,0
BKG-11172,2024-02-02 10:19:00,CUST04017,Suresh Nair,New,Mumbai,Valentine's Day,App,Credit Card,Photo Cakes,Baby Shower Photo Cake,1,1404.19,1404.19,0.149,209.22,1194.97,699.89,324.65,270.63,195.19,8.29,1498.65,-303.68,80,Delivered,3.9,No Complaint,2,0
BKG-10400,2024-02-02 11:00:00,CUST08236,Simran Gupta,New,Delhi,Birthday,Website,Cash on Delivery,Photo Cakes,Baby Shower Photo Cake,2,1877.97,3755.94,0.083,311.74,3444.2,1994.45,302.53,343.32,263.68,508.23,3412.21,31.99,63,Delivered,3.3,Damaged Packaging,1,0
BKG-11144,2024-02-02 22:08:00,CUST05243,Sneha Nair,New,Delhi,Corporate,In-Store,UPI,Pastries,Blueberry Muffin,3,470.34,1411.02,0.026,36.69,1374.33,818.72,306.24,380.49,176.88,243.62,1925.95,-551.62,67,Delivered,3.3,Quality Issue,1,0
BKG-10548,2024-02-03 17:46:00,CUST04752,Rahul Sharma,New,Pune,Corporate,App,UPI,Cookies & Bars,Oreo Brownies,3,449.1,1347.3,0.139,187.27,1160.03,614.94,184.75,268.07,232.45,45.92,1346.13,-186.1,40,Delivered,5.0,Late Delivery,1,0
BKG-10588,2024-02-03 22:37:00,CUST05496,Rahul Iyer,New,Delhi,Anniversary,App,UPI,Custom Cakes,Black Forest Custom,1,1543.75,1543.75,0.119,183.71,1360.04,958.99,129.57,372.03,244.56,7.32,1712.47,-352.43,32,Delivered,4.9,Damaged Packaging,1,0
BKG-10555,2024-02-04 04:49:00,CUST02635,Rajan Agarwal,New,Jaipur,Anniversary,App,UPI,Designer Cakes,Unicorn Cake,1,3858.77,3858.77,0.047,181.36,3677.41,2710.0,124.54,337.32,169.52,780.28,4121.66,-444.25,77,Delivered,3.8,Incorrect Customization,1,0
BKG-10750,2024-02-04 09:10:00,CUST08830,Nisha Patel,New,Bangalore,Wedding,App,UPI,Custom Cakes,Vanilla Dream Custom,3,1891.2,5673.6,0.003,17.02,5656.58,3621.5,193.11,194.79,124.73,214.04,4348.17,1308.41,50,Delivered,4.9,Incorrect Customization,1,0
BKG-10992,2024-02-04 10:15:00,CUST01053,Karan Iyer,Returning,Kolkata,Casual / No Occasion,App,UPI,Custom Cakes,Choco Truffle Fondant,1,3400.33,3400.33,0.053,180.22,3220.11,2069.66,188.14,89.97,124.78,376.74,2849.29,370.82,45,Delivered,4.1,Missing Item,2,1
BKG-10335,2024-02-04 12:49:00,CUST00408,Arjun Gupta,Returning,Bangalore,Anniversary,App,Net Banking,Hampers & Combos,Celebration Hamper,2,2696.0,5392.0,0.178,959.78,4432.22,2931.29,247.16,95.17,198.57,11.68,3483.87,948.35,103,Returned,2.0,Damaged Packaging,3,1
BKG-10523,2024-02-04 15:35:00,CUST06446,Rajan Patel,New,Kolkata,Wedding,Website,Credit Card,Designer Cakes,Floral Bouquet Cake,3,1338.24,4014.72,0.109,437.6,3577.12,2423.22,116.57,265.87,141.45,77.25,3024.36,552.76,49,Delivered,4.2,Incorrect Customization,2,0
BKG-10259,2024-02-05 04:03:00,CUST06365,Suresh Sharma,New,Delhi,Anniversary,App,UPI,Photo Cakes,Baby Shower Photo Cake,1,1548.59,1548.59,0.029,44.91,1503.68,995.06,314.11,152.65,181.43,215.22,1858.47,-354.79,70,Delivered,4.4,No Complaint,1,0
BKG-10937,2024-02-05 13:26:00,CUST08410,Aditya Iyer,New,Chennai,Wedding,App,Credit Card,Hampers & Combos,Festive Treat Hamper,1,1041.24,1041.24,0.109,113.5,927.74,610.81,249.49,232.78,191.31,33.47,1317.86,-390.12,75,Cancelled,2.3,No Complaint,3,0
BKG-10619,2024-02-05 17:41:00,CUST01880,Kavya Kumar,Returning,Pune,Anniversary,In-Store,Credit Card,Cookies & Bars,Oatmeal Raisin Cookies,1,343.17,343.17,0.124,42.55,300.62,164.19,119.77,85.11,172.71,33.47,575.25,-274.63,37,Delivered,4.9,Late Delivery,3,1
BKG-10990,2024-02-07 02:03:00,CUST04526,Pooja Patel,New,Mumbai,Birthday,Website,Net Banking,Custom Cakes,Mango Mousse Custom,2,1265.46,2530.92,0.003,7.59,2523.33,1776.72,155.72,385.41,158.7,417.45,2894.0,-370.67,77,Delivered,3.7,Wrong Product Delivered,1,0
BKG-10188,2024-02-07 02:34:00,CUST01955,Divya Gupta,Returning,Chennai,Birthday,App,Cash on Delivery,Designer Cakes,Geode Crystal Cake,1,2350.75,2350.75,0.214,503.06,1847.69,1252.01,321.22,78.28,208.72,402.22,2262.45,-414.76,59,Delivered,3.9,Damaged Packaging,2,1
BKG-11134,2024-02-07 08:49:00,CUST00031,Nisha Iyer,Returning,Delhi,Festival,Website,Debit Card,Custom Cakes,Vanilla Dream Custom,2,2979.64,5959.28,0.088,524.42,5434.86,3532.35,131.38,135.67,163.71,643.62,4606.73,828.13,59,Delivered,4.3,Quality Issue,1,1
BKG-11123,2024-02-07 19:42:00,CUST00547,Divya Gupta,Returning,Kolkata,Anniversary,In-Store,UPI,Cookies & Bars,Almond Biscotti,4,374.48,1497.92,0.037,55.42,1442.5,717.93,392.08,97.66,273.82,180.76,1662.25,-219.75,74,Delivered,4.4,Wrong Product Delivered,2,1
BKG-10096,2024-02-07 22:39:00,CUST05486,Meera Gupta,New,Chennai,Baby Shower,App,Cash on Delivery,Photo Cakes,Anniversary Photo Cake,2,1415.75,2831.5,0.01,28.32,2803.18,1866.93,437.14,216.03,224.77,288.63,3033.5,-230.32,74,Delivered,2.8,Damaged Packaging,2,0
BKG-11003,2024-02-08 00:56:00,CUST00920,Karan Mehta,Returning,Bangalore,Casual / No Occasion,App,UPI,Custom Cakes,Mango Mousse Custom,2,1387.05,2774.1,0.176,488.24,2285.86,1384.15,202.86,128.55,241.92,295.92,2253.4,32.46,56,Delivered,4.2,No Complaint,1,1
BKG-11195,2024-02-08 07:27:00,CUST02466,Aditya Nair,New,Bangalore,Birthday,App,Net Banking,Custom Cakes,Vanilla Dream Custom,3,809.42,2428.26,0.065,157.84,2270.42,1621.78,216.34,156.03,268.65,382.51,2645.31,-374.89,60,Delivered,4.2,Missing Item,1,0
BKG-10545,2024-02-08 07:46:00,CUST06425,Nikhil Mishra,New,Chennai,Festival,Website,UPI,Pastries,Croissant Almond,1,539.46,539.46,0.067,36.14,503.32,308.98,311.49,282.59,266.6,3.4,1173.06,-669.74,69,Delivered,3.9,Missing Item,1,0
BKG-10881,2024-02-09 21:06:00,CUST09081,Shreya Mishra,New,Jaipur,Anniversary,In-Store,Credit Card,Pastries,Opera Pastry,2,367.68,735.36,0.096,70.59,664.77,408.61,152.03,267.51,253.06,87.46,1168.67,-503.9,59,Delivered,3.8,Damaged Packaging,1,0
BKG-10315,2024-02-10 03:34:00,CUST08372,Nikhil Bose,New,Bangalore,Birthday,App,Credit Card,Pastries,Fruit Danish,1,491.85,491.85,0.082,40.33,451.52,248.46,199.43,155.3,127.12,73.78,804.09,-352.57,95,Delivered,1.5,Wrong Product Delivered,1,0
BKG-10983,2024-02-10 08:32:00,CUST00498,Pooja Verma,Returning,Mumbai,Valentine's Day,Phone,Debit Card,Cupcakes,Vanilla Rainbow Cupcakes,1,653.6,653.6,0.019,12.42,641.18,323.46,202.22,136.62,196.8,52.02,911.12,-269.94,84,Delivered,3.9,Late Delivery,2,1
BKG-10834,2024-02-11 04:08:00,CUST08443,Pooja Mehta,New,Kolkata,Birthday,App,Credit Card,Designer Cakes,Tier Wedding Cake,1,4618.65,4618.65,0.136,628.14,3990.51,2714.07,152.62,303.57,172.38,570.74,3913.38,77.13,85,Delivered,3.3,Quality Issue,1,0
BKG-10378,2024-02-11 07:46:00,CUST00094,Karan Patel,Returning,Bangalore,Valentine's Day,App,UPI,Custom Cakes,Butterscotch Custom,2,2614.62,5229.24,0.208,1087.68,4141.56,2802.44,176.03,135.39,220.17,825.53,4159.56,-18.0,99,Delivered,2.0,Incorrect Customization,1,1
BKG-10041,2024-02-11 10:35:00,CUST04427,Vikram Verma,New,Mumbai,Festival,Website,Debit Card,Designer Cakes,Galaxy Mirror Glaze,1,1372.15,1372.15,0.131,179.75,1192.4,837.27,268.22,397.65,238.29,80.28,1821.71,-629.31,50,Delivered,4.6,Quality Issue,1,0
BKG-10653,2024-02-12 10:56:00,CUST03209,Vikram Verma,New,Hyderabad,Baby Shower,Website,UPI,Cookies & Bars,Walnut Fudge Bar,1,310.51,310.51,0.101,31.36,279.15,157.09,134.15,325.07,250.45,34.07,900.83,-621.68,64,Delivered,3.2,No Complaint,1,0
BKG-10725,2024-02-13 00:01:00,CUST08503,Amit Kumar,New,Kolkata,Valentine's Day,Website,Credit Card,Designer Cakes,Vintage Ruffles Cake,2,4317.52,8635.04,0.193,1666.56,6968.48,4909.09,365.37,304.44,182.11,849.46,6610.47,358.01,73,Delivered,4.4,No Complaint,2,0
BKG-11150,2024-02-13 13:22:00,CUST00136,Ananya Gupta,Returning,Pune,Corporate,Website,UPI,Custom Cakes,Black Forest Custom,2,2062.74,4125.48,0.047,193.9,3931.58,2663.02,324.26,145.47,135.18,569.11,3837.04,94.54,38,Delivered,4.4,No Complaint,2,1
BKG-10184,2024-02-13 14:24:00,CUST09657,Karan Nair,New,Delhi,Corporate,Phone,UPI,Hampers & Combos,Celebration Hamper,4,2876.01,11504.04,0.152,1748.61,9755.43,6696.72,303.22,343.29,239.85,859.63,8442.71,1312.72,97,Delivered,1.9,Quality Issue,1,0
BKG-11052,2024-02-14 09:17:00,CUST01035,Suresh Kumar,Returning,Chennai,Birthday,App,UPI,Designer Cakes,Floral Bouquet Cake,2,1714.66,3429.32,0.093,318.93,3110.39,2294.23,355.87,95.19,269.87,513.42,3528.58,-418.19,40,Delivered,4.4,No Complaint,2,1
BKG-11070,2024-02-14 11:33:00,CUST00324,Karan Mishra,Returning,Hyderabad,Anniversary,Website,UPI,Custom Cakes,Vanilla Dream Custom,2,894.12,1788.24,0.225,402.35,1385.89,943.07,233.33,62.41,218.75,162.35,1619.91,-234.02,48,Delivered,3.9,No Complaint,3,1
BKG-11160,2024-02-15 23:56:00,CUST01134,Karan Verma,Returning,Jaipur,Festival,App,Credit Card,Cookies & Bars,Walnut Fudge Bar,2,262.52,525.04,0.119,62.48,462.56,249.75,389.79,98.87,125.97,15.15,879.53,-416.97,65,Delivered,2.8,Missing Item,2,1
BKG-10522,2024-02-16 02:04:00,CUST01983,Ananya Mishra,Returning,Chennai,Corporate,Phone,Cash on Delivery,Cupcakes,Chocolate Fudge Cupcakes,1,754.83,754.83,0.003,2.26,752.57,415.74,339.58,75.08,219.37,87.31,1137.08,-384.51,93,Delivered,2.9,No Complaint,2,1
BKG-11151,2024-02-17 20:45:00,CUST03674,Arjun Singh,New,Mumbai,Corporate,Phone,UPI,Custom Cakes,Choco Truffle Fondant,1,2837.7,2837.7,0.021,59.59,2778.11,1874.16,266.02,265.3,203.15,277.84,2886.47,-108.36,78,Delivered,3.4,Wrong Product Delivered,1,0
BKG-10336,2024-02-18 05:11:00,CUST01954,Aditya Nair,Returning,Delhi,Birthday,App,Credit Card,Designer Cakes,Unicorn Cake,1,2502.68,2502.68,0.209,523.06,1979.62,1317.69,303.86,106.62,241.75,96.35,2066.27,-86.65,71,Delivered,4.3,Late Delivery,1,1
BKG-10445,2024-02-18 19:14:00,CUST04754,Nisha Bose,New,Mumbai,Birthday,App,Wallet,Hampers & Combos,Festive Treat Hamper,1,3493.5,3493.5,0.12,419.22,3074.28,2001.92,355.98,269.16,233.01,23.53,2883.6,190.68,42,Delivered,3.9,No Complaint,2,0
